run,type,max,min,median,mean,stddev
41,agent,20609088.0554393,1800909.812688576,4038018.7274014316,4764130.476277361,3167423.0044673863
41,firm,66185326.63647398,25334525.435687095,51758426.103600144,46402529.52415712,14847799.382976515
42,agent,20455764.07054028,2032007.2120324648,4047400.244357832,4726731.351219192,3096997.6182471165
42,firm,60244386.411477275,17218259.145947814,26370551.81430983,32866368.519249193,15873573.740414599
43,agent,31918386.403245736,2050592.2115125179,4076782.539261978,4726277.928918693,3770270.684263027
43,firm,57371458.3336473,19890610.81269679,38322247.00514236,37995758.512606665,11688790.450747821
44,agent,28772178.029821347,2191823.479358768,4044267.805407715,4791033.367451023,3369787.18536732
44,firm,66024716.9392582,21166709.130957093,39270833.501711324,39911433.65933363,14751203.353714276
45,agent,35047463.64293667,2413604.200516385,4130121.245995809,4726129.849132488,3747538.472851811
45,firm,61114568.70699735,23942875.424032103,50960982.618738055,46629691.32042554,12538878.257601317
46,agent,20383801.886902783,1952286.702736368,3776281.6046693353,4754302.127926055,3357509.0723850317
46,firm,65995460.81883284,21736110.1832753,45862618.40378439,42925321.26108743,15703531.448335687
47,agent,28921092.45612976,2160877.963011084,4024837.7893753466,4725790.575501766,3507044.9666529223
47,firm,59637573.44237664,15747373.158416415,22780787.576822914,30130914.742024623,15459233.5960979
48,agent,31137637.873992063,1884498.7252398264,3997279.069326028,4759951.981572806,3612811.4234630507
48,firm,67540608.43198386,21873225.026399005,50018066.24200386,42792323.862438045,15691421.549729858
49,agent,22835954.358081877,2273328.190978648,4018181.969031777,4721863.557839688,3106239.7598915496
49,firm,67565635.38369685,21882836.36478568,45974571.23392005,43255334.19382499,18816973.310370915
